stock_symbol,company_name,stock_code,sector,subsector,mkt,chg,exchange
HEVEA,HEVEABOARD BHD,5095,WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
HEXCAP,HEXTAR CAPITAL BERHAD,0035,TELECOMMUNICATIONS EQUIPMENT,TELECOMMUNICATIONS & MEDIA,Ace Market,<span class='down fw-bold'>-0.015</span>,Bursa
HEXCARE,HEXTAR HEALTHCARE BERHAD,7803,HEALTH CARE EQUIPMENT & SERVICES,HEALTH CARE,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
HEXIND,HEXTAR INDUSTRIES BERHAD,0161,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
HEXIND-OR,HEXTAR INDUSTRIES BERHAD - ORDINARY RIGHTS,0161OR,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
HEXRTL,HEXTAR RETAIL BERHAD,7202,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
HEXTAR,HEXTAR GLOBAL BERHAD,5151,CHEMICALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
HEXTECH,HEXTAR TECHNOLOGIES SOLUTIONS BERHAD,5136,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>+0.02</span>,Bursa
HEXZA,HEXZA CORPORATION BHD,3298,CHEMICALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.02</span>,Bursa
HHHCORP,HIAP HUAT HOLDINGS BHD,0160,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
HHRG,HHRG BERHAD,0175,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.01</span>,Bursa
HIAPTEK,HIAP TECK VENTURE BHD,5072,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.015</span>,Bursa
HIBISCS,HIBISCUS PETROLEUM BHD,5199,OIL & GAS PRODUCERS,ENERGY,Main Market,<span class='up fw-bold'>+0.04</span>,Bursa
HIBISCS-PA,,5199PA,OIL & GAS PRODUCERS,ENERGY,Main Market,<span class='up fw-bold'>+0.19</span>,Bursa
HIGHTEC,KUMPULAN H&L HIGH-TECH BHD,7033,INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
HIL,HIL INDUSTRIES BHD,8443,CHEMICALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
HLBANK,HONG LEONG BANK BHD,5819,BANKING,FINANCIAL SERVICES,Main Market,<span class='up fw-bold'>+0.30</span>,Bursa
HLCAP,HONG LEONG CAPITAL BERHAD,5274,OTHER FINANCIALS,FINANCIAL SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
HLFG,HONG LEONG FINANCIAL GROUP BHD,1082,BANKING,FINANCIAL SERVICES,Main Market,<span class='down fw-bold'>-0.14</span>,Bursa
HLIND,HONG LEONG INDUSTRIES BHD,3301,AUTOMOTIVE,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.38</span>,Bursa
HLT,HLT GLOBAL BERHAD,0188,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
HM,HARVEST MIRACLE CAPITAL BERHAD,0060,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
HM-PA,,0060PA,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
HOHUP,HO HUP CONSTRUCTION COMPANY,5169,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
HOMERIZ,HOMERITZ CORPORATION BERHAD,5160,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
HONGSENG,HONG SENG CONSOLIDATED BERHAD,0041,SOFTWARE,TECHNOLOGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
HONGSENG-PA,,0041PA,SOFTWARE,TECHNOLOGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
HPMT,HPMT HOLDINGS BERHAD,5291,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
HPPHB,HPP HOLDINGS BERHAD,0228,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.015</span>,Bursa
HSCEI-1XI,TRADEPLUS HSCEI DAILY (-1X) INVERSE TRACKER,0833EA,LEVERAGED AND INVERSE FUND,ETF-LEVERAGED AND INVERSE,Exchange Traded Fund,<span class='up fw-bold'>0.00</span>,Bursa
HSCEI-2XL,TRADEPLUS HSCEI DAILY (2X) LEVERAGED TRACKER,0832EA,LEVERAGED AND INVERSE FUND,ETF-LEVERAGED AND INVERSE,Exchange Traded Fund,<span class='up fw-bold'>0.00</span>,Bursa
HSL,HOCK SENG LEE BHD,6238,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
HSPLANT,HAP SENG PLANTATIONS HOLDINGS,5138,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
HSSEB,HSS ENGINEERS BERHAD,0185,INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.04</span>,Bursa
HTPADU,HEITECH PADU BHD,5028,DIGITAL SERVICES,TECHNOLOGY,Main Market,<span class='up fw-bold'>+0.39</span>,Bursa
HUAYANG,HUA YANG BHD,5062,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
HUAYANG-OR,HUA YANG BERHAD - ORDINARY RIGHTS,5062OR,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
HUBLINE,HUBLINE BHD,7013,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
HUMEIND,HUME CEMENT INDUSTRIES BERHAD,5000,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.05</span>,Bursa
HUMEIND-LA,,5000LA,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Bonds/Loans,<span class='up fw-bold'>0.00</span>,Bursa
HUPSENG,HUP SENG INDUSTRIES BHD,5024,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.02</span>,Bursa
HWATAI,HWA TAI INDUSTRIES BHD,8478,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
HWGB,HO WAH GENTING BHD,9601,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
IBHD,I-BHD,4251,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
IBHD-PA,I-BERHAD - REDEEMABLE CUMULATIVE CONVERTIBLE PREFERENCE SHARES A,4251PA,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
IBRACO,IBRACO BHD,5084,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.04</span>,Bursa
ICAP,ICAPITAL.BIZ BHD,5108,CLOSED END FUND,CLOSED END FUND,Main Market,<span class='up fw-bold'>+0.02</span>,Bursa
ICON,ICON OFFSHORE BERHAD,5255,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",ENERGY,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
ICONIC,ICONIC WORLDWIDE BERHAD,9113,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
ICONIC-OR,ICONIC WORLDWIDE BERHAD - ORDINARY RIGHTS,9113OR,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
ICTZONE,ICT ZONE ASIA BERHAD,03038,TECHNOLOGY EQUIPMENT,TECHNOLOGY,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
ICTZONE-PA,,03038P,TECHNOLOGY EQUIPMENT,TECHNOLOGY,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
IDBTECH,IDB TECHNOLOGIES BERHAD,03030,SOFTWARE,TECHNOLOGY,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
IDEAL,IDEAL CAPITAL BERHAD,9687,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
IDMENSN-OR,IDIMENSION CONSOLIDATED BHD - ORDINARY RIGHTS,0174OR,SOFTWARE,TECHNOLOGY,Ace Market,<span class='up fw-bold'>+0.015</span>,Bursa
IDMENSN-PR,IDIMENSION CONSOLIDATED BHD - PREFERENCE RIGHTS,0174PR,SOFTWARE,TECHNOLOGY,Ace Market,<span class='up fw-bold'>+0.025</span>,Bursa
IFCAMSC,IFCA MSC BHD,0023,SOFTWARE,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.01</span>,Bursa
IGBB,IGB BERHAD,5606,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.05</span>,Bursa
IGBB-PB,,5606PB,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
IGBCR,IGB COMMERCIAL REAL ESTATE INVESTMENT TRUST,5299,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
IGBREIT,IGB REAL ESTATE INV TRUST,5227,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,Main Market,<span class='down fw-bold'>-0.02</span>,Bursa
IHB,INFRAHARTA HOLDINGS BERHAD,7240,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
IHH,IHH HEALTHCARE BERHAD,5225,HEALTH CARE PROVIDERS,HEALTH CARE,Main Market,<span class='up fw-bold'>+0.10</span>,Bursa
IHS046000824,,0401GA,ISLAMIC-GG,BOND ISLAMIC,Bonds/Loans,<span class='up fw-bold'>0.00</span>,Bursa
IJM,IJM CORPORATION BHD,3336,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
IJMPLNT,IJM PLANTATIONS BHD,2216,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
ILB,ILB GROUP BERHAD,5614,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='down fw-bold'>-0.025</span>,Bursa
IMASPRO,IMASPRO CORPORATION BHD,7222,CHEMICALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.04</span>,Bursa
INARI,INARI AMERTRON BERHAD,0166,SEMICONDUCTORS,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.05</span>,Bursa
INCKEN,INCH KENNETH KAJANG RUBBER PLC,2607,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
INFOM,INFOMINA BERHAD,0265,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Ace Market,<span class='up fw-bold'>+0.03</span>,Bursa
INFOTEC,INFOLINE TEC GROUP BERHAD,0253,DIGITAL SERVICES,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
INGENIEU,INGENIEUR GUDANG BERHAD,5178,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
INGENIEU-PA,,5178PA,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
INNATURE,INNATURE BERHAD,5295,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
INNITY,INNITY CORPORATION BHD,0147,MEDIA,TELECOMMUNICATIONS & MEDIA,Ace Market,<span class='down fw-bold'>-0.04</span>,Bursa
INNO,INNOPRISE PLANTATIONS BERHAD,6262,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
INSAS,INSAS BHD,3379,OTHER FINANCIALS,FINANCIAL SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
INSAS-PB,INSAS BERHAD - REDEEMABLE PREFERENCE SHARES B,3379PB,OTHER FINANCIALS,FINANCIAL SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
INTA,INTA BINA GROUP BERHAD,0192,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
IOICORP,IOI CORPORATION BHD,1961,PLANTATION,PLANTATION,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
IOIPG,IOI PROPERTIES GROUP BERHAD,5249,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.03</span>,Bursa
IQGROUP,IQ GROUP HOLDINGS BHD,5107,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
IQZAN,IQZAN HOLDING BERHAD,7183,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
IREKA,IREKA CORPORATION BHD,8834,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
IRIS,IRIS CORPORATION BHD,0010,SOFTWARE,TECHNOLOGY,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
ITMAX,ITMAX SYSTEM BERHAD,5309,DIGITAL SERVICES,TECHNOLOGY,Main Market,<span class='up fw-bold'>+0.10</span>,Bursa
ITRONIC,INDUSTRONICS BHD,9393,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
IVORY,IVORY PROPERTIES GROUP BERHAD,5175,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
IWCITY,ISKANDAR WATERFRONT CITY BERHAD,1589,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.02</span>,Bursa
JADI,JADI IMAGING HOLDINGS BHD,7223,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
JAG,JAG BERHAD,0024,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
JAKS,JAKS RESOURCES BERHAD,4723,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
JASKITA,JASA KITA BHD,8648,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
JAYCORP,JAYCORP BHD,7152,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
JCBNEXT,JCBNEXT BERHAD,0058,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
JCY,JCY INTERNATIONAL BERHAD,5161,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
JERASIA,JERASIA CAPITAL BHD,8931,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
JETSON,KUMPULAN JETSON BHD,9083,AUTO PARTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
JFTECH,JF TECHNOLOGY BHD,0146,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
JHM,JHM CONSOLIDATION BHD,0127,SEMICONDUCTORS,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
JIANKUN,JIANKUN INTERNATIONAL BERHAD,8923,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
JISHAN,JISHAN BERHAD,03040,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
JKGLAND,JKG LAND BERHAD,6769,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>+0.02</span>,Bursa
JOE,JOE HOLDING BERHAD,7096,AUTO PARTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
JOHAN,JOHAN HOLDINGS BHD,3441,OTHER FINANCIALS,FINANCIAL SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
JPG,JOHOR PLANTATIONS GROUP BERHAD,5323,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
JSB,JENTAYU SUSTAINABLES BERHAD,5673,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
JSB-OR,JENTAYU SUSTAINABLES BERHAD - ORDINARY RIGHTS,5673OR,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.025</span>,Bursa
JTGROUP,JATI TINGGI GROUP BERHAD,0292,CONSTRUCTION,CONSTRUCTION,Ace Market,<span class='down fw-bold'>-0.01</span>,Bursa
JTIASA,JAYA TIASA HOLDINGS BHD,4383,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
K1,K-ONE TECHNOLOGY BHD,0111,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.01</span>,Bursa
KAB,KINERGY ADVANCEMENT BERHAD,0193,INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KAMDAR,KAMDAR GROUP(M)BHD,8672,RETAILERS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KANGER,KANGER INTERNATIONAL BERHAD,0170,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
KAREX,KAREX BERHAD,5247,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
KARYON,KARYON INDUSTRIES BHD,0054,CHEMICALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KAWAN,KAWAN FOOD BHD,7216,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KEINHIN,KEIN HING INTERNATIONAL BHD,7199,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
KEN,KEN HOLDINGS BHD,7323,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KENANGA,KENANGA INVESTMENT BANK BERHAD,6483,OTHER FINANCIALS,FINANCIAL SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KENERGY,KAWAN RENERGY BERHAD,0307,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.01</span>,Bursa
KERJAYA,KERJAYA PROSPEK GROUP BERHAD,7161,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KESM,KESM INDUSTRIES BHD,9334,SEMICONDUCTORS,TECHNOLOGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KEYASIC,KEY ASIC BHD,0143,SEMICONDUCTORS,TECHNOLOGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KEYFIELD,KEYFIELD INTERNATIONAL BERHAD,5321,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",ENERGY,Main Market,<span class='up fw-bold'>+0.17</span>,Bursa
KFIMA,KUMPULAN FIMA BHD,6491,DIVERSIFIED INDUSTRIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.02</span>,Bursa
KGB,KELINGTON GROUP BERHAD,0151,INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.06</span>,Bursa
KGROUP,KEY ALLIANCE GROUP BERHAD,0036,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
KGW,KGW GROUP BERHAD,0282,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
KHB,KHPT HOLDINGS BERHAD,0322,,,,<span class='up fw-bold'></span>,Bursa
KHEESAN,KHEE SAN BHD,6203,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
KHIND,KHIND HOLDINGS BHD,7062,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KHJB,KIM HIN JOO (MALAYSIA) BERHAD,0210,RETAILERS,CONSUMER PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.01</span>,Bursa
KIALIM,KIA LIM BHD,6211,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
KIMHIN,KIM HIN INDUSTRY BHD,5371,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.015</span>,Bursa
KIMLUN,KIMLUN CORPORATION BERHAD,5171,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='down fw-bold'>-0.05</span>,Bursa
KIPREIT,KIP REAL ESTATE INVESTMENT TRUST,5280,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KIPREIT-TA,KIP REAL ESTATE INVESTMENT TRUST - A UNITS,5280TA,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KITACON,KUMPULAN KITACON BERHAD,5310,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>+0.025</span>,Bursa
KJTS,KJTS GROUP BERHAD,0293,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.025</span>,Bursa
KKB,KKB ENGINEERING BHD,9466,INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
KLCC,KLCC PROP&REITS-STAPLED SEC,5235SS,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,Main Market,<span class='up fw-bold'>+0.04</span>,Bursa
KLCI1XI,KENANGA KLCI DAILY (-1X) INVERSE ETF,0835EA,LEVERAGED AND INVERSE FUND,ETF-LEVERAGED AND INVERSE,Exchange Traded Fund,<span class='up fw-bold'>0.00</span>,Bursa
KLCI2XL,KENANGA KLCI DAILY 2X LEVERAGED ETF,0834EA,LEVERAGED AND INVERSE FUND,ETF-LEVERAGED AND INVERSE,Exchange Traded Fund,<span class='up fw-bold'>+0.02</span>,Bursa
KLK,KUALA LUMPUR KEPONG BHD,2445,PLANTATION,PLANTATION,Main Market,<span class='down fw-bold'>-0.18</span>,Bursa
KLUANG,KLUANG RUBBER CO (M) BHD,2453,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>+0.05</span>,Bursa
KMLOONG,KIM LOONG RESOURCES BHD,5027,PLANTATION,PLANTATION,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
KNM,KNM GROUP BHD,7164,OTHER ENERGY RESOURCES,ENERGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KNUSFOR,KNUSFORD BHD,5035,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KOBAY,KOBAY TECHNOLOGY BHD,6971,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
KOMARK,KOMARKCORP BHD,7017,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
KOMARK-OR,KOMARKCORP BERHAD - ORDINARY RIGHTS,7017OR,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KOSSAN,KOSSAN RUBBER INDUSTRIES BHD,7153,HEALTH CARE EQUIPMENT & SERVICES,HEALTH CARE,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
KOTRA,KOTRA INDUSTRIES BHD,0002,PHARMACEUTICALS,HEALTH CARE,Main Market,<span class='up fw-bold'>+0.05</span>,Bursa
KPJ,KPJ HEALTHCARE BHD,5878,HEALTH CARE PROVIDERS,HEALTH CARE,Main Market,<span class='up fw-bold'>+0.04</span>,Bursa
KPPROP,KERJAYA PROSPEK PROPERTY BERHAD,7077,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.015</span>,Bursa
KPS,KUMPULAN PERANGSANG SELANGOR,5843,DIVERSIFIED INDUSTRIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
KPSCB,KPS CONSORTIUM BHD,9121,WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
KRETAM,KRETAM HOLDINGS BHD,1996,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
KRONO,KRONOLOGI ASIA BERHAD,0176,DIGITAL SERVICES,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
KSENG,KECK SENG (M) BHD,3476,DIVERSIFIED INDUSTRIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
KSL,KSL HOLDINGS BHD,5038,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
