stock_symbol,company_name,stock_code,sector,subsector,mkt,chg,exchange
AZRB,AHMAD ZAKI RESOURCES BHD,7078,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
BABA,BABA ECO GROUP BERHAD,03012,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
BAHVEST,BAHVEST RESOURCES BERHAD,0098,METALS,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.01</span>,Bursa
BARAKAH,BARAKAH OFFSHORE PETROLEUM BHD,7251,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",ENERGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BAT,BRITISH AMERICAN TOBACCO (M),4162,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BAUTO,BERMAZ AUTO BERHAD,5248,AUTOMOTIVE,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.03</span>,Bursa
BCB,BCB BHD,6602,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BCMALL,BCM ALLIANCE BERHAD,0187,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
BDB,BINA DARULAMAN BHD,6173,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
BENALEC,BENALEC HOLDINGS BERHAD,5190,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BERTAM,BERTAM ALLIANCE BHD,9814,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BERTAM-R1,BERTAM ALLIANCE BERHAD - ORDINARY RIGHTS,9814R1,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
BESHOM,BESHOM HOLDINGS BERHAD,7668,RETAILERS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
BETA,BETAMEK BERHAD,0263,AUTO PARTS,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
BHIC,BOUSTEAD HEAVY INDUSTRIES CORP,8133,TRANSPORTATION EQUIPMENT,TRANSPORTATION & LOGISTICS,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
BIG,B.I.G. INDUSTRIES BHD,7005,DIVERSIFIED INDUSTRIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.015</span>,Bursa
BIMB,BANK ISLAM MALAYSIA BERHAD,5258,BANKING,FINANCIAL SERVICES,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
BINACOM,BINASAT COMMUNICATIONS BERHAD,0195,TELECOMMUNICATIONS SERVICE PROVIDERS,TELECOMMUNICATIONS & MEDIA,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
BINTAI,BINTAI KINDEN CORPORATION BHD,6998,INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
BIOHLDG,BIOALPHA HOLDINGS BERHAD,0179,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
BIOHLDG-PA,,0179PA,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
BIPORT,BINTULU PORT HOLDINGS BHD,5032,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BJASSET,BERJAYA ASSETS BERHAD,3239,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.015</span>,Bursa
BJCORP,BERJAYA CORPORATION BHD,3395,DIVERSIFIED INDUSTRIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
BJCORP-LD,,3395LD,DIVERSIFIED INDUSTRIALS,INDUSTRIAL PRODUCTS & SERVICES,Bonds/Loans,<span class='up fw-bold'>0.00</span>,Bursa
BJCORP-LE,,3395LE,DIVERSIFIED INDUSTRIALS,INDUSTRIAL PRODUCTS & SERVICES,Bonds/Loans,<span class='up fw-bold'>0.00</span>,Bursa
BJFOOD,BERJAYA FOOD BERHAD,5196,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.015</span>,Bursa
BJLAND,BERJAYA LAND BHD,4219,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
BKAWAN,BATU KAWAN BHD,1899,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BLDPLNT,BLD PLANTATION BHD,5069,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BMGREEN,BM GREENTECH BERHAD,0168,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
BNASTRA,BINASTRA CORPORATION BERHAD,7195,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
BNASTRA-OR,BINASTRA CORPORATION BERHAD - ORDINARY RIGHTS,7195OR,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BONIA,BONIA CORPORATION BHD,9288,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.06</span>,Bursa
BORNOIL,BORNEO OIL BHD,7036,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
BOXPAK,BOX-PAK (MALAYSIA) BHD,6297,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BPLANT,BOUSTEAD PLANTATIONS BHD,5254,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BPPLAS,BP PLASTICS HOLDING BHD,5100,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
BPURI,BINA PURI HOLDINGS BHD,5932,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
BPURI-OR,BINA PURI HOLDINGS BHD - ORDINARY RIGHTS,5932OR,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BRAHIMS,BRAHIMS HOLDINGS BERHAD,9474,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BREM,BREM HOLDINGS BHD,8761,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BRIGHT,BRIGHT PACKAGING INDUSTRY BHD,9938,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BSLCORP,BSL CORPORATION BERHAD,7221,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BSLCORP-OR,BSL CORPORATION BERHAD - ORDINARY RIGHTS,7221OR,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BSTEAD,BOUSTEAD HOLDINGS BHD,2771,DIVERSIFIED INDUSTRIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BTECH,BRITE-TECH BHD,0011,"GAS, WATER & MULTI-UTILITIES",UTILITIES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
BTM,BTM RESOURCES BHD,7188,WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
BTM-OR,BTM RESOURCES BERHAD - ORDINARY RIGHTS,7188OR,WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
BURSA,BURSA MALAYSIA BHD,1818,OTHER FINANCIALS,FINANCIAL SERVICES,Main Market,<span class='down fw-bold'>-0.06</span>,Bursa
BVLH,BV LAND HOLDINGS BERHAD,03042,CONSTRUCTION,CONSTRUCTION,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
BWYS,BWYS GROUP BERHAD,0313,METALS,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.01</span>,Bursa
BYD-C25,,054825,,,,<span class='up fw-bold'>0.00</span>,Bursa
CAB,CAB CAKARAN CORPORATION BHD,7174,AGRICULTURAL PRODUCTS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
CABNET,CABNET HOLDINGS BERHAD,0191,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.02</span>,Bursa
CAMRES,CAM RESOURCES BHD,7128,HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
CANONE,CAN-ONE BHD,5105,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
CAP,CHINA AUTOMOBILE PARTS HLD LTD,5229,AUTO PARTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CAPITALA,CAPITAL A BERHAD,5099,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.03</span>,Bursa
CAPITALA-LA,,5099LA,"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,Bonds/Loans,<span class='up fw-bold'>+0.02</span>,Bursa
CAREPLS,CAREPLUS GROUP BERHAD,0163,HEALTH CARE EQUIPMENT & SERVICES,HEALTH CARE,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
CARIMIN,CARIMIN PETROLEUM BERHAD,5257,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",ENERGY,Main Market,<span class='down fw-bold'>-0.015</span>,Bursa
CARLSBG,CARLSBERG BREWERY MALAYSIA BHD,2836,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.02</span>,Bursa
CARZO,CARZO HOLDINGS BERHAD,03048,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
CATCHA,CATCHA DIGITAL BERHAD,0173,MEDIA,TELECOMMUNICATIONS & MEDIA,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
CATCHA-OR,CATCHA DIGITAL BERHAD - ORDINARY RIGHTS,0173OR,MEDIA,TELECOMMUNICATIONS & MEDIA,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
CBIP,CB INDUSTRIAL PRODUCT HOLDING,7076,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
CCB,CYCLE & CARRIAGE BINTANG BHD,2925,AUTOMOTIVE,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CCIB,CC INTERNATIONAL BERHAD,03053,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
CCK,CCK CONSOLIDATED HOLDINGS BHD,7035,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.09</span>,Bursa
CDB,CELCOMDIGI BERHAD,6947,TELECOMMUNICATIONS SERVICE PROVIDERS,TELECOMMUNICATIONS & MEDIA,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
CEB,CAPE EMS BERHAD,5311,DIVERSIFIED INDUSTRIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.015</span>,Bursa
CEKD,CEKD BERHAD,0238,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
CENGILD,CENGILD MEDICAL BERHAD,0243,HEALTH CARE PROVIDERS,HEALTH CARE,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
CENSOF,CENSOF HOLDINGS BERHAD,5195,SOFTWARE,TECHNOLOGY,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
CEPAT,CEPATWAWASAN GROUP BHD,8982,PLANTATION,PLANTATION,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
CEPCO,CONCRETE ENGINEERING PRODUCTS,8435,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.05</span>,Bursa
CETECH,CE TECHNOLOGY BERHAD,03024,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
CFM,COMPUTER FORMS (M) BHD,8044,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
CGB,CENTRAL GLOBAL BERHAD,8052,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
CHB,CRITICAL HOLDINGS BERHAD,0291,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.01</span>,Bursa
CHEETAH,CHEETAH HOLDINGS BHD,7209,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
CHGP,CHIN HIN GROUP PROPERTY BERHAD,7187,TRANSPORTATION EQUIPMENT,TRANSPORTATION & LOGISTICS,Main Market,<span class='down fw-bold'>-0.05</span>,Bursa
CHHB,COUNTRY HEIGHTS HOLDINGS BHD,5738,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
CHINA100-MYR,VP-DJ SHARIAH CHINA A-SHARES 100 ETF - MYR,0838EA,EQUITY FUND,EXCHANGE TRADED FUND-EQUITY,Exchange Traded Fund,<span class='up fw-bold'>+0.03</span>,Bursa
CHINAETF-MYR,TRADEPLUS S&P NEW CHINA TRACKER-MYR,0829EA,EQUITY FUND,EXCHANGE TRADED FUND-EQUITY,Exchange Traded Fund,<span class='up fw-bold'>+0.29</span>,Bursa
CHINAETF-USD,TRADEPLUS S&P NEW CHINA TRACKER-USD,0829EB,EQUITY FUND,EXCHANGE TRADED FUND-EQUITY,Exchange Traded Fund,<span class='up fw-bold'>0.00</span>,Bursa
CHINHIN,CHIN HIN GROUP BERHAD,5273,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CHINTEK,CHIN TECK PLANTATIONS BHD,1929,PLANTATION,PLANTATION,Main Market,<span class='up fw-bold'>+0.02</span>,Bursa
CHINWEL,CHIN WELL HOLDINGS BHD,5007,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
CHOOBEE,CHOO BEE METAL INDUSTRIES BHD,5797,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CHUAN,CHUAN HUAT RESOURCES BHD,7016,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CIHLDG,C.I. HOLDINGS BHD,2828,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.15</span>,Bursa
CIMB,CIMB GROUP HOLDINGS BERHAD,1023,BANKING,FINANCIAL SERVICES,Main Market,<span class='down fw-bold'>-0.04</span>,Bursa
CITAGLB,CITAGLOBAL BERHAD,7245,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.025</span>,Bursa
CITAGLB-PA,,7245PA,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CJCEN,CJ CENTURY LOGISTICS HOLDINGS BERHAD,7117,TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
CLASSITA,CLASSITA HOLDINGS BERHAD,7154,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CLASSITA-OR,CLASSITA HOLDINGS BERHAD - ORDINARY RIGHTS,7154OR,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CLMT,CAPITALAND MALAYSIA TRUST,5180,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
CLOUD,CLOUDARON GROUP BERHAD,03001,DIGITAL SERVICES,TECHNOLOGY,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
CLOUDPT,CLOUDPOINT TECHNOLOGY BERHAD,0277,DIGITAL SERVICES,TECHNOLOGY,Ace Market,<span class='down fw-bold'>-0.015</span>,Bursa
CME,CME GROUP BHD,7018,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CME-LA,,7018LA,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Bonds/Loans,<span class='up fw-bold'>0.00</span>,Bursa
CMSB,CAHYA MATA SARAWAK BHD,2852,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.03</span>,Bursa
CNASIA,CN ASIA CORPORATION BHD,7986,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CNERGEN,CNERGENZ BERHAD,0246,TECHNOLOGY EQUIPMENT,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
CNH,CITRA NUSA HOLDINGS BERHAD,5104,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
CNOUHUA,CHINA OUHUA WINERY HLDGS LTD,5188,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
COASTAL,COASTAL CONTRACTS BHD,5071,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",ENERGY,Main Market,<span class='down fw-bold'>-0.05</span>,Bursa
COCOLND,COCOALAND HOLDINGS BHD,7205,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
COMFORT,COMFORT GLOVES BERHAD,2127,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
COMPUGT,COMPUGATES HOLDINGS BHD,5037,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CORAZA,CORAZA INTEGRATED TECHNOLOGY BERHAD,0240,INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>+0.005</span>,Bursa
COSMOS,COSMOS TECHNOLOGY INTERNATIONAL BERHAD,0261,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
CPETECH,CPE TECHNOLOGY BERHAD,5317,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
CRESBLD,CREST BUILDER HOLDINGS BHD,8591,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
CRESNDO,CRESCENDO CORPORATION BHD,6718,PROPERTY,PROPERTY,Main Market,<span class='down fw-bold'>-0.09</span>,Bursa
CREST,CREST GROUP BERHAD,0323,,,,<span class='up fw-bold'></span>,Bursa
CRG,CARLO RINO GROUP BERHAD,03016,PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>0.00</span>,Bursa
CSCSTEL,CSC STEEL HOLDINGS BERHAD,5094,METALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.01</span>,Bursa
CSH-OR,CSH ALLIANCE BERHAD - ORDINARY RIGHTS,7165OR,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CTIB,COSMOS TECHNOLOGY INTERNATIONAL BERHAD,03035,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,LEAP Market,<span class='up fw-bold'>+0.06</span>,Bursa
CTOS,CTOS DIGITAL BERHAD,5301,DIGITAL SERVICES,TECHNOLOGY,Main Market,<span class='up fw-bold'>+0.02</span>,Bursa
CUSCAPI,CUSCAPI BHD,0051,SOFTWARE,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
CVIEW,COUNTRY VIEW BHD,5049,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CWG,CWG HOLDINGS BERHAD,9423,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.02</span>,Bursa
CWG-R1,CWG HOLDINGS BERHAD - ORDINARY RIGHTS,9423R1,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CYBERE,CYBERJAYA EDUCATION GROUP BERHAD,5166,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CYL,CYL CORPORATION BHD,7157,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
CYPARK,CYPARK RESOURCES BERHAD,5184,INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='down fw-bold'>-0.01</span>,Bursa
D&O,D & O GREEN TECHNOLOGIES BERHAD,7204,SEMICONDUCTORS,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.02</span>,Bursa
DANCO,DANCOMECH HOLDINGS BERHAD,5276,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
DATAPRP,DATAPREP HOLDINGS BHD,8338,DIGITAL SERVICES,TECHNOLOGY,Main Market,<span class='down fw-bold'>-0.005</span>,Bursa
DAY3,DAYTHREE DIGITAL BERHAD,0281,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,Ace Market,<span class='down fw-bold'>-0.005</span>,Bursa
DAYANG,DAYANG ENTERPRISE HOLDINGS BHD,5141,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",ENERGY,Main Market,<span class='up fw-bold'>+0.07</span>,Bursa
DBHD,DAMANSARA HOLDINGS BERHAD,3484,PROPERTY,PROPERTY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
DCHCARE,DC HEALTHCARE HOLDINGS BERHAD,0283,HEALTH CARE PROVIDERS,HEALTH CARE,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
DELEUM,DELEUM BHD,5132,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",ENERGY,Main Market,<span class='down fw-bold'>-0.04</span>,Bursa
DESTINI,DESTINI BERHAD,7212,INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.015</span>,Bursa
DESTINI-OR,DESTINI BERHAD - ORDINARY RIGHTS,7212OR,INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
DFCITY,DFCITY GROUP BERHAD,5165,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
DFX,DIVFEX BERHAD,0131,DIGITAL SERVICES,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
DGB,DGB ASIA BERHAD,0152,SOFTWARE,TECHNOLOGY,Ace Market,<span class='up fw-bold'>0.00</span>,Bursa
DIALOG,DIALOG GROUP BHD,7277,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",ENERGY,Main Market,<span class='up fw-bold'>+0.03</span>,Bursa
DIGISTA,DIGISTAR CORPORATION BHD,0029,DIGITAL SERVICES,TECHNOLOGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
DIN040000223,,0400GA,ISLAMIC-GG,BOND ISLAMIC,Bonds/Loans,<span class='up fw-bold'>0.00</span>,Bursa
DIN045801028,,0400GB,ISLAMIC-GG,BOND ISLAMIC,Bonds/Loans,<span class='up fw-bold'>0.00</span>,Bursa
DKLS,DKLS INDUSTRIES BHD,7528,CONSTRUCTION,CONSTRUCTION,Main Market,<span class='down fw-bold'>-0.02</span>,Bursa
DKSH,DKSH HOLDINGS(M)BHD,5908,CONSUMER SERVICES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.04</span>,Bursa
DLADY,DUTCH LADY MILK INDUSTRIES BHD,3026,FOOD& BEVERAGES,CONSUMER PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.10</span>,Bursa
DNEX,DAGANG NEXCHANGE BERHAD,4456,DIGITAL SERVICES,TECHNOLOGY,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
DNONCE,DNONCE TECHNOLOGY BHD,7114,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
DNONCE-OR,,7114OR,PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
DOLMITE,DOLOMITE CORPORATION BHD,5835,BUILDING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
DOLPHIN,DOLPHIN INTERNATIONAL BERHAD,5265,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>0.00</span>,Bursa
DOMINAN,DOMINANT ENTERPRISE BHD,7169,WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,Main Market,<span class='up fw-bold'>+0.005</span>,Bursa
