stock_symbol,company_name,stock_code,sector,subsector,mkt,chg,exchange
Hiap Seng Ind,,1L2,,Financial and Insurance Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Hiap Seng Ind R,,FXSR,,Financial and Insurance Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Hiap Tong,Hiap Tong Corporation Ltd,5PO,,Administrative and Support Service Activities,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Ho Bee Land,Ho Bee Land Ltd,H13,,Real Estate Activities,Mainboard,<span class='down fw-bold'>-0.02</span>,SGX
Hock Lian Seng,Hock Lian Seng Holdings Ltd,J2T,,Construction,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Hoe Leong,Hoe Leong Corporation Ltd,H20,,Wholesale and Retail Trade,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Hong Fok,Hong Fok Corporation Ltd,H30,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.01</span>,SGX
Hong Lai Huat,Hong Lai Huat Group Ltd,CTO,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.005</span>,SGX
Hong Leong Asia,Hong Leong Asia Ltd,H22,,Manufacturing,Mainboard,<span class='up fw-bold'>+0.005</span>,SGX
Hong Leong Fin,Hong Leong Finance Ltd,S41,,Financial and Insurance Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HongkongLand USD,Hongkong Land Holdings Ltd,H78,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.04</span>,SGX
Hor Kew,Hor Kew Corporation Ltd,BBP,,Construction,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Hosen,Hosen Group Ltd,5EV,,Wholesale and Retail Trade,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Hotel Grand,Hotel Grand Central Ltd,H18,,Accommodation and Food Service Activities,Mainboard,<span class='up fw-bold'>+0.01</span>,SGX
Hotel Royal,Hotel Royal Ltd,H12,,Accommodation and Food Service Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Hotel Royal R,,VJQR,,Accommodation and Food Service Activities,Mainboard,<span class='up fw-bold'></span>,SGX
Hotel Royal R1,,IDVR,,Accommodation and Food Service Activities,Mainboard,<span class='up fw-bold'></span>,SGX
Hotung Inv,Hotung Investment Holdings Ltd,BLS,,Financial and Insurance Activities,Mainboard,<span class='down fw-bold'>-0.01</span>,SGX
Hu An Cable,,KI3,,Manufacturing,Mainboard,<span class='up fw-bold'></span>,SGX
Huationg Global,Huationg Global Ltd,41B,,Construction,Catalist,<span class='up fw-bold'>+0.001</span>,SGX
Hwa Hong,,H19,,Real Estate Activities,Mainboard,<span class='up fw-bold'></span>,SGX
Hyflux,Hyflux Ltd,600,,Financial and Insurance Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Hyflux 6% CPS#,,N2H,,,Mainboard,<span class='up fw-bold'></span>,SGX
Hyflux 6% PerCapSec#,,BTWZ,,,Mainboard,<span class='up fw-bold'></span>,SGX
Hyphens Pharma,Hyphens Pharma International Ltd,1J5,,Wholesale and Retail Trade,Catalist,<span class='up fw-bold'>0.00</span>,SGX
ICBC CSOP CGB ETF S$,,CYC,,,Mainboard,<span class='down fw-bold'>-0.07</span>,SGX
ICBC CSOP CGB ETF US$A,,CYX,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
ICBC CSOP CGB ETF US$D,,CYB,,,Mainboard,<span class='down fw-bold'>-0.05</span>,SGX
ICP Ltd,ICP Ltd,5I4,,Transportation and Storage,Catalist,<span class='up fw-bold'>0.00</span>,SGX
IFAST,IFAST Corporation Ltd,AIY,,Information and Communications,Mainboard,<span class='up fw-bold'>+0.05</span>,SGX
IFS Capital,IFS Capital Ltd,I49,,Financial and Insurance Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
IHH,IHH Healthcare Bhd,Q0F,,Health and Social Services,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
IPC Corp,IPC Corporation Ltd,AZA,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.002</span>,SGX
IPS Securex,IPS Securex Holdings Ltd,42N,,"Professional, Scientific and Technical Activities",Catalist,<span class='up fw-bold'>+0.002</span>,SGX
IREIT Global EUR,IREIT Global,8U7U,,Real Estate Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
IREIT Global SGD,IREIT Global,UD1U,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.01</span>,SGX
IS ASIA BND S$D,,QL2,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
IS ASIA BND US$,,N6M,,,Mainboard,<span class='down fw-bold'>-0.02</span>,SGX
IS ASIA HYG S$D,,QL3,,,Mainboard,<span class='up fw-bold'>+0.04</span>,SGX
IS ASIA HYG US$,,O9P,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
IS INDIA CLIMATE S$D,,QK9,,,Mainboard,<span class='up fw-bold'>+0.10</span>,SGX
IS INDIA CLIMATE US$,,I98,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
ISDN,ISDN Holdings Ltd,I07,,"Professional, Scientific and Technical Activities",Mainboard,<span class='up fw-bold'>+0.005</span>,SGX
ISEC,ISEC Healthcare Ltd,40T,,Health and Social Services,Catalist,<span class='up fw-bold'>0.00</span>,SGX
ISHARES AXJCLIMATE S$,,ICM,,,Mainboard,<span class='up fw-bold'>+0.038</span>,SGX
ISHARES AXJCLIMATE US$,,ICU,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
ISOTeam,ISOteam Ltd,5WF,,Construction,Catalist,<span class='up fw-bold'>0.00</span>,SGX
ISOTeam R,,LZVR,,Construction,Catalist,<span class='up fw-bold'>0.00</span>,SGX
IX Biopharma,IX Biopharma Ltd,42C,,"Professional, Scientific and Technical Activities",Catalist,<span class='up fw-bold'>+0.001</span>,SGX
IX BiopharmaR,,WG9R,,"Professional, Scientific and Technical Activities",Catalist,<span class='up fw-bold'>0.00</span>,SGX
IX BiopharmaR1,,9Q9R,,"Professional, Scientific and Technical Activities",Catalist,<span class='up fw-bold'>0.00</span>,SGX
IX BiopharmaW260718,,HQXW,,,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Imperium Crown,Imperium Crown Ltd,5HT,,Real Estate Activities,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Inch Kenneth,Inch Kenneth Kajang Rubber PLC,I4R,,Agriculture and Fishing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Incredible,Incredible Holdings Ltd,RDR,,Administrative and Support Service Activities,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Incredible W240204,,W1XW,,,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Indofood Agri,Indofood Agri Resources Ltd,5JS,,Agriculture and Fishing,Mainboard,<span class='down fw-bold'>-0.01</span>,SGX
Informatics,Informatics Education Ltd,BOU,,Education,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Informatics W240821^,,LSCW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
InnoTek,InnoTek Ltd,M14,,Manufacturing,Mainboard,<span class='down fw-bold'>-0.005</span>,SGX
Interra Resource,Interra Resources Ltd,5GI,,Mining and Quarrying,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Intl Cement,International Cement Group Ltd,KUO,,Financial and Insurance Activities,Mainboard,<span class='up fw-bold'>+0.001</span>,SGX
Intraco,Intraco Ltd,I06,,Wholesale and Retail Trade,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Inv Beve Biz EURO S,,J0T,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Isetan,Isetan (Singapore) Ltd,I15,,Wholesale and Retail Trade,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JB Foods,JB Foods Ltd,BEW,,Manufacturing,Mainboard,<span class='down fw-bold'>-0.01</span>,SGX
JD 5xLongSG230329,,DTZW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD 5xLongSG230615,,DJCW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD 5xLongSG230615A,,DJDW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD 5xLongSG231024,,DDYW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD 5xLongSG231220,,DNVW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD 5xLongSG240416,,DUNW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD 5xLongSG250116,,DPPW,,,Mainboard,<span class='up fw-bold'>+0.013</span>,SGX
JD 5xLongSG250924,,8E9W,,,Mainboard,<span class='up fw-bold'>+0.525</span>,SGX
JD 5xLongSG251113,,DWYW,,,Mainboard,<span class='up fw-bold'>+0.149</span>,SGX
JD 5xLongUB250127,,8Y2W,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD 5xLongUB250228,,EHUW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD 5xLongUB250630,,XBNW,,,Mainboard,<span class='up fw-bold'>+0.032</span>,SGX
JD 5xLongUB250930,,IFAW,,,Mainboard,<span class='up fw-bold'>+0.001</span>,SGX
JD 5xShortSG220908,,DUDW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JD 5xShortSG230330,,DCEW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JD 5xShortSG230620,,DGNW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD 5xShortSG230907,,DJBW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JD 5xShortSG231220,,DQSW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD 5xShortSG240327,,DSQW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD 5xShortSG250320,,VPYW,,,Mainboard,<span class='down fw-bold'>-0.007</span>,SGX
JD 5xShortUB250127,,NWDW,,,Mainboard,<span class='down fw-bold'>-0.005</span>,SGX
JD 5xShortUB250228,,RQQW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JD 5xShortUB250430,,OVVW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD AutocallSG241003,,TDQ,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD AutocallSG250603,,RYX,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD AutocallSG250902,,NMG,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB eCW220302,,RNRW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JD MB eCW220404,,WW8W,,,Mainboard,<span class='up fw-bold'></span>,SGX
JD MB eCW220705,,YVDW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JD MB eCW221004,,ILJW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JD MB eCW230302,,PDZW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB eCW230404,,5J8W,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB eCW230704,,MCJW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB eCW231004,,UUTW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB eCW231102,,YIYW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB eCW231204,,DXJW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB eCW240503,,RMLW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB eCW240603,,PYLW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB eCW240603 98,,WE2W,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB eCW241003,,IWQW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB eCW241203,,GUDW,,,Mainboard,<span class='up fw-bold'>+0.004</span>,SGX
JD MB eCW250103,,RYOW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB ePW220302,,YNPW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JD MB ePW220404,,FOAW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JD MB ePW220705,,NKMW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JD MB ePW221202,,ISEW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JD MB ePW230404,,NKRW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB ePW231004,,VMGW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB ePW240403,,NCYW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB ePW240903,,97MW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB ePW241104,,QPNW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JD MB ePW241203,,MGCW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JDHLTH 5xLongSG220307,,DOIW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JDHLTH 5xShortSG220307,,DDFW,,,Mainboard,<span class='up fw-bold'></span>,SGX
JEP,JEP Holdings Ltd,1J4,,Manufacturing,Catalist,<span class='up fw-bold'>0.00</span>,SGX
JES Intl,JES International Holdings Ltd,EG0,,"Professional, Scientific and Technical Activities",Mainboard,<span class='up fw-bold'>0.00</span>,SGX
JMH USD,Jardine Matheson Holdings Ltd,J36,,"Professional, Scientific and Technical Activities",Mainboard,<span class='up fw-bold'>+0.90</span>,SGX
Jackspeed,Jackspeed Corporation Ltd,J17,,Manufacturing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Jadason,Jadason Enterprises Ltd,J03,,Wholesale and Retail Trade,Mainboard,<span class='up fw-bold'>+0.001</span>,SGX
Japan Foods,Japan Foods Holding Ltd,5OI,,Accommodation and Food Service Activities,Catalist,<span class='up fw-bold'>+0.01</span>,SGX
Japfa,Japfa Ltd,UD2,,Agriculture and Fishing,Mainboard,<span class='down fw-bold'>-0.005</span>,SGX
Jardine C&C,Jardine Cycle & Carriage Ltd,C07,,Manufacturing,Mainboard,<span class='down fw-bold'>-0.04</span>,SGX
Jason Marine,Jason Marine Group Ltd,5PF,,Manufacturing,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Jasper Inv,Jasper Investments Ltd,FQ7,,Financial and Insurance Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Jawala,Jawala Inc.,1J7,,Agriculture and Fishing,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Jiutian Chemical,Jiutian Chemical Group Ltd,C8R,,Manufacturing,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Joyas Intl,Joyas International Holdings Ltd,E9L,,Wholesale and Retail Trade,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Jubilee,Jubilee Industries Holdings Ltd,NHD,,Financial and Insurance Activities,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Jumbo,JUMBO Group Ltd,42R,,Accommodation and Food Service Activities,Catalist,<span class='up fw-bold'>+0.005</span>,SGX
KBank TH SDR,,TKKD,,Financial and Insurance Activities,Global Quote,<span class='down fw-bold'>-0.11</span>,SGX
KOP,KOP Ltd,5I1,,Real Estate Activities,Catalist,<span class='up fw-bold'>0.00</span>,SGX
KS Energy,KS Energy Ltd,578,,Mining and Quarrying,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KSH,KSH Holdings Ltd,ER0,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.003</span>,SGX
KTL Global,KTL Global Ltd,EB7,,Mining and Quarrying,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KTMG,KTMG Ltd,XCF,,Manufacturing,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Karin Tech,Karin Technology Holdings Ltd,K29,,Information and Communications,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Katrina,Katrina Group Ltd,1A0,,Accommodation and Food Service Activities,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Katrina R,,9ZPR,,Accommodation and Food Service Activities,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Katrina W281008,,A95W,,,Catalist,<span class='up fw-bold'>+0.001</span>,SGX
Kencana Agri,Kencana Agri Ltd,BNE,,Agriculture and Fishing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Keong Hong,Keong Hong Holdings Ltd,5TT,,Construction,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kep Infra Tr,Keppel Infrastructure Trust,A7RU,,"Electricity, Gas, Steam and Air-Conditioning Supply",Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KepCorp 5xLongSG230920,,DKEW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KepCorp 5xLongSG240424,,DHNW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KepCorp 5xLongSG250410,,DUMW,,,Mainboard,<span class='up fw-bold'>+0.033</span>,SGX
KepCorp 5xLongSG250904,,DKZW,,,Mainboard,<span class='up fw-bold'>+0.016</span>,SGX
KepCorp 5xLongUB250530,,XMDW,,,Mainboard,<span class='up fw-bold'>+0.021</span>,SGX
KepCorp 5xShortSG221201,,DAZW,,,Mainboard,<span class='up fw-bold'></span>,SGX
KepCorp 5xShortSG240424,,DGKW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KepCorp 5xShortSG241218,,DUKW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KepCorp 5xShortSG250716,,DQYW,,,Mainboard,<span class='down fw-bold'>-0.008</span>,SGX
KepCorp 5xShortUB250530,,44RW,,,Mainboard,<span class='down fw-bold'>-0.006</span>,SGX
KepCorpMBeCW221031,,HMPW,,,Mainboard,<span class='up fw-bold'></span>,SGX
KepCorpMBeCW230628,,HMSW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KepCorpMBeCW230724,,VOVW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KepCorpMBeCW231215,,HZPW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KepCorpMBePW231215,,MRYW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KepPacOakReitUSD,Keppel Pacific Oak US REIT,CMOU,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.005</span>,SGX
Keppel Corp,Keppel Corporation Ltd,BN4,,Manufacturing,Mainboard,<span class='up fw-bold'>+0.09</span>,SGX
Keppel DC Reit,Keppel DC REIT,AJBU,,Real Estate Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Keppel Reit,Keppel REIT,K71U,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.01</span>,SGX
KeppelMBeCW240202,,MPQW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KeppelMBeCW240614,,VBEW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KeppelMBeCW241002,,YW6W,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KeppelMBeCW241227,,Z9UW,,,Mainboard,<span class='up fw-bold'>+0.001</span>,SGX
KeppelMBeCW250328,,UYEW,,,Mainboard,<span class='up fw-bold'>+0.002</span>,SGX
KeppelMBePW240614,,TCQW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KeppelMBePW240902,,QHJW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Khong Guan,Khong Guan Ltd,K03,,Wholesale and Retail Trade,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kim Heng,Kim Heng Ltd,5G2,,Mining and Quarrying,Catalist,<span class='down fw-bold'>-0.004</span>,SGX
Kimly,Kimly Ltd,1D0,,Accommodation and Food Service Activities,Catalist,<span class='up fw-bold'>+0.005</span>,SGX
King Wan,King Wan Corp Ltd,554,,Construction,Mainboard,<span class='down fw-bold'>-0.002</span>,SGX
Kingdee 5xLongSG231220,,DLKW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kingdee 5xShortSG220216,,DWZW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kingdee 5xShortSG231220,,DOOW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KingsmenCreative,Kingsmen Creatives Ltd,5MZ,,"Professional, Scientific and Technical Activities",Mainboard,<span class='up fw-bold'>+0.005</span>,SGX
Kingsof 5xLongSG220908,,DMDW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kingsof 5xShortSG230126,,DZQW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kingsof 5xShortSG231220,,DLSW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kitchen Culture,Kitchen Culture Holdings Ltd,5TI,,Wholesale and Retail Trade,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Koda,Koda Ltd,BJZ,,Manufacturing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Koh Bros,Koh Brothers Group Ltd,K75,,Construction,Mainboard,<span class='up fw-bold'>+0.002</span>,SGX
Koh Eco,Koh Brothers Eco Engineering Ltd,5HV,,Manufacturing,Catalist,<span class='up fw-bold'>+0.001</span>,SGX
Koh Eco W230925,,KHDW,,,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Kori,KORI Holdings Ltd,5VC,,Construction,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Koufu,,VL6,,Real Estate Activities,Mainboard,<span class='up fw-bold'></span>,SGX
Koyo Intl,Koyo International Ltd,5OC,,"Professional, Scientific and Technical Activities",Catalist,<span class='up fw-bold'>0.00</span>,SGX
KrisEnergy,KrisEnergy Ltd,SK3,,Administrative and Support Service Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KrisEnergy W240131,,CDXW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
KrisEnergy z240131,,CDVZ,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kuaisho 5xLongSG220307,,DOJW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kuaisho 5xLongSG220621,,DHTW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kuaisho 5xLongSG220808,,DXDW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kuaisho 5xLongSG230202,,DRAW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xLongSG230330,,DDDW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xLongSG231024,,DBWW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xLongSG231115,,DMRW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xLongSG231220,,DNQW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xLongSG240709,,DWMW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xLongSG250904,,DQZW,,,Mainboard,<span class='up fw-bold'>+0.002</span>,SGX
Kuaisho 5xLongSG251216,,XIRW,,,Mainboard,<span class='up fw-bold'>+0.054</span>,SGX
Kuaisho 5xLongUB250228,,LXDW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xLongUB251031,,FIMW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xLongUB251128,,MNCW,,,Mainboard,<span class='up fw-bold'>+0.029</span>,SGX
Kuaisho 5xShortSG220307,,DJXW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kuaisho 5xShortSG230202,,DPAW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kuaisho 5xShortSG230330,,DECW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xShortSG230516,,DBNW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xShortSG231123,,DZZW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xShortSG231220,,DPKW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xShortSG250306,,DYNW,,,Mainboard,<span class='down fw-bold'>-0.027</span>,SGX
Kuaisho 5xShortUB250228,,KGRW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho 5xShortUB251127,,YMAW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho MB eCW220404,,KSDW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kuaisho MB eCW220705,,HNJW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kuaisho MB eCW221004,,9AMW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kuaisho MB eCW240403,,IFUW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho MB eCW240604,,XYUW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho MB eCW240802,,ZB2W,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho MB eCW241104,,ILRW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho MB eCW250103,,V5TW,,,Mainboard,<span class='up fw-bold'>+0.014</span>,SGX
Kuaisho MB ePW220705,,XVWW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kuaisho MB ePW221202,,NRNW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Kuaisho MB ePW240604,,NRQW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho MB ePW241104,,Q66W,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Kuaisho MB ePW250103,,PMOW,,,Mainboard,<span class='down fw-bold'>-0.011</span>,SGX
LGI-OSPL SLC ETF S$,,ESG,,,Mainboard,<span class='down fw-bold'>-0.004</span>,SGX
LGI-OSPL SLC ETF US$,,ESU,,,Mainboard,<span class='up fw-bold'>+0.004</span>,SGX
LHN,LHN Ltd,41O,,Real Estate Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
LHN Logistics,LHN Logistics Ltd,GIH,,Transportation and Storage,Catalist,<span class='up fw-bold'>0.00</span>,SGX
LHT,LHT Holdings Ltd,BEI,,Manufacturing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
LION-PHILLIP S-REIT,,CLR,,,Mainboard,<span class='up fw-bold'>+0.006</span>,SGX
LMS Compliance,LMS Compliance Ltd,LMS,,"Professional, Scientific and Technical Activities",Catalist,<span class='up fw-bold'>0.00</span>,SGX
LS 2 Holdings,LS 2 Holdings Ltd,ENV,,Financial and Insurance Activities,Catalist,<span class='up fw-bold'>0.00</span>,SGX
LY Corp,LY Corporation Ltd,1H8,,Manufacturing,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Lasseters Intl,,5EL,,Real Estate Activities,Catalist,<span class='up fw-bold'></span>,SGX
Leader Env,Leader Environmental Technologies Ltd,LS9,,"Professional, Scientific and Technical Activities",Mainboard,<span class='up fw-bold'>+0.001</span>,SGX
Lendlease Reit,Lendlease Global Commercial REIT,JYEU,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.02</span>,SGX
Lendlease Reit A,,W6TU,,Real Estate Activities,Mainboard,<span class='up fw-bold'></span>,SGX
Lenovo 5xLongSG220316,,DGVW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Lenovo 5xLongSG240215,,DAIW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Lenovo 5xLongSG251113,,DYTW,,,Mainboard,<span class='up fw-bold'>+0.029</span>,SGX
Lenovo 5xLongUB250430,,RYQW,,,Mainboard,<span class='up fw-bold'>+0.007</span>,SGX
Lenovo 5xShortSG220316,,DEIW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Lenovo 5xShortSG240215,,DBIW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Lenovo 5xShortUB250430,,XBJW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Lenovo MB eCW250304,,QNFW,,,Mainboard,<span class='up fw-bold'>+0.005</span>,SGX
Lenovo MB ePW250506,,KZYW,,,Mainboard,<span class='down fw-bold'>-0.007</span>,SGX
