stock_symbol,company_name,stock_code,sector,subsector,mkt,chg,exchange
Envictus W221125,,IWKW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Enviro-Hub,Enviro-Hub Holdings Ltd,L23,,Financial and Insurance Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Epicentre,,5MQ,,Wholesale and Retail Trade,Catalist,<span class='up fw-bold'></span>,SGX
EuroSports Gbl,EuroSports Global Ltd,5G1,,Wholesale and Retail Trade,Catalist,<span class='up fw-bold'>+0.001</span>,SGX
Ever Glory,,ZKX,,Construction,Catalist,<span class='up fw-bold'>+0.005</span>,SGX
Excelpoint,,BDF,,Wholesale and Retail Trade,Mainboard,<span class='up fw-bold'></span>,SGX
Ezion,,5ME,,Financial and Insurance Activities,Mainboard,<span class='up fw-bold'></span>,SGX
Ezra,Ezra Holdings Ltd,5DN,,Mining and Quarrying,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
F & N,Fraser and Neave Ltd,F99,,Manufacturing,Mainboard,<span class='up fw-bold'>+0.01</span>,SGX
FJ Benjamin,F J Benjamin Holdings Ltd,F10,,Wholesale and Retail Trade,Catalist,<span class='up fw-bold'>0.00</span>,SGX
FPTrea 4.49%270916XB#,,EHZB,,,Mainboard,<span class='up fw-bold'></span>,SGX
FPTrea b3.65%220522#,,AXXZ,,,Mainboard,<span class='up fw-bold'></span>,SGX
FSL Trust,First Ship Lease Trust,D8DU,,Transportation and Storage,Mainboard,<span class='down fw-bold'>-0.001</span>,SGX
Falcon Energy,Falcon Energy Group Ltd,5FL,,Mining and Quarrying,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Far East,Far East Group Ltd,5TJ,,Manufacturing,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Far East HTrust,Far East Hospitality Trust,Q5T,,Real Estate Activities,Mainboard,<span class='down fw-bold'>-0.005</span>,SGX
Far East Orchard,Far East Orchard Ltd,O10,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.01</span>,SGX
Federal Int,Federal International (2000) Ltd,BDU,,Mining and Quarrying,Mainboard,<span class='down fw-bold'>-0.006</span>,SGX
Figtree,Figtree Holdings Ltd,5F4,,Construction,Catalist,<span class='up fw-bold'>0.00</span>,SGX
First Reit,First Real Estate Investment Trust,AW9U,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.005</span>,SGX
First Reit A,,WCJU,,Real Estate Activities,Mainboard,<span class='up fw-bold'></span>,SGX
First Resources,First Resources Ltd,EB5,,Wholesale and Retail Trade,Mainboard,<span class='up fw-bold'>+0.03</span>,SGX
First Sponsor,First Sponsor Group Ltd,ADN,,Real Estate Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
First Sponsor Grp R,,YB1R,,Real Estate Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
First Sponsor Grp R1,,W6XR,,Real Estate Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
First Sponsor W240530,,QNHW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
First Sponsor W290321,,RAYW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
FirstSponsor4.85%PCCS#,,91DB,,,Mainboard,<span class='up fw-bold'></span>,SGX
Food Empire,Food Empire Holdings Ltd,F03,,Manufacturing,Mainboard,<span class='down fw-bold'>-0.005</span>,SGX
Forise Int,Forise International Ltd,8A1,,Manufacturing,Mainboard,<span class='down fw-bold'>-0.003</span>,SGX
FortressMinerals,Fortress Minerals Ltd,OAJ,,Mining and Quarrying,Catalist,<span class='up fw-bold'>+0.02</span>,SGX
Frasers Cpt Tr,Frasers Centrepoint Trust,J69U,,Real Estate Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Frasers HTrust,Frasers Hospitality Trust,ACV,,Real Estate Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Frasers L&C Tr,Frasers Logistics & Commercial Trust,BUOU,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.02</span>,SGX
Frasers Property,Frasers Property Ltd,TQ5,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.005</span>,SGX
Frencken,Frencken Group Ltd,E28,,"Professional, Scientific and Technical Activities",Mainboard,<span class='down fw-bold'>-0.01</span>,SGX
Fu Yu,Fu Yu Corporation Ltd,F13,,Manufacturing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Fuji Offset,Fuji Offset Plates Manufacturing Ltd,508,,Manufacturing,Catalist,<span class='up fw-bold'>+0.04</span>,SGX
Full Apex,Full Apex (Holdings) Ltd,BTY,,Manufacturing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Fuxing China,Fuxing China Group Ltd,AWK,,Manufacturing,Mainboard,<span class='down fw-bold'>-0.01</span>,SGX
G Invacom,Global Invacom Group Ltd,QS9,,Financial and Insurance Activities,Mainboard,<span class='down fw-bold'>-0.001</span>,SGX
G K Goh,G K Goh Holdings Ltd,G41,,Financial and Insurance Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GCCP,GCCP Resources Ltd,41T,,Mining and Quarrying,Catalist,<span class='down fw-bold'>-0.001</span>,SGX
GDR Cheng Mei US$S,,CKW,,Manufacturing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GDR Kakao Corp US$ A,,CQC,,Information and Communications,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GDR Kakao Corp US$ R,,CQD,,Information and Communications,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GDR PJSC GazpromUS$S,,AAI,,Wholesale and Retail Trade,Mainboard,<span class='up fw-bold'></span>,SGX
GDR UPL US$,,BYS,,Manufacturing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GDR Youngone US$ S,,RQ9,,Manufacturing,Mainboard,<span class='up fw-bold'></span>,SGX
GDS Global,GDS Global Ltd,5VP,,Manufacturing,Catalist,<span class='up fw-bold'>0.00</span>,SGX
GDS Global R,,Z8GR,,Manufacturing,Catalist,<span class='up fw-bold'>0.00</span>,SGX
GHY Culture,G H Y Culture & Media Holding Co Ltd,XJB,,Information and Communications,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GKE,Gke Corporation Ltd,595,,Transportation and Storage,Catalist,<span class='up fw-bold'>0.00</span>,SGX
GLD SG$,,GSD,,,Mainboard,<span class='down fw-bold'>-1.50</span>,SGX
GLD US$,,O87,,,Mainboard,<span class='down fw-bold'>-0.55</span>,SGX
GP Industries,GP Industries Ltd,G20,,Manufacturing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GRP,General Rubber & Plastics (Pte) Ltd,BLU,,Financial and Insurance Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GS Hldg,GS Holdings Ltd,43A,,Financial and Insurance Activities,Catalist,<span class='up fw-bold'>0.00</span>,SGX
GS Hldg R,,W4VR,,Financial and Insurance Activities,Catalist,<span class='up fw-bold'>0.00</span>,SGX
GSH,GSH Corporation Ltd,BDX,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.002</span>,SGX
GSH Corp R,,9ZMR,,Real Estate Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GSH Corp R1,,9N7R,,Real Estate Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GSH cb5.2%241012#,,Y6OB,,,Mainboard,<span class='up fw-bold'></span>,SGX
GSS Energy,GSS Energy Ltd,41F,,Mining and Quarrying,Catalist,<span class='up fw-bold'>+0.001</span>,SGX
GWMotor 5xLongSG221223,,DCKW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GWMotor 5xLongSG230620,,DEGW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GWMotor 5xShortSG221223,,DZKW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GYP Properties,,AWS,,Information and Communications,Mainboard,<span class='up fw-bold'></span>,SGX
Galaxy 5xLongSG220225,,DTNW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Galaxy 5xLongSG221013,,DLBW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Galaxy 5xLongSG230331,,DBTW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Galaxy 5xLongSG230914,,DNJW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Galaxy 5xLongSG250515,,YKVW,,,Mainboard,<span class='up fw-bold'>+0.088</span>,SGX
Galaxy 5xLongSG250626,,DRJW,,,Mainboard,<span class='up fw-bold'>+0.01</span>,SGX
Galaxy 5xLongUB250430,,SYBW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Galaxy 5xShortSG220225,,DSCW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Galaxy 5xShortSG220328,,DZCW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Galaxy 5xShortSG221215,,DXHW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Galaxy 5xShortSG230914,,DONW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Galaxy 5xShortSG230920,,DGCW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Galaxy 5xShortSG250205,,DHXW,,,Mainboard,<span class='down fw-bold'>-0.097</span>,SGX
Galaxy 5xShortUB250127,,MVKW,,,Mainboard,<span class='down fw-bold'>-0.096</span>,SGX
Galaxy 5xShortUB250430,,HDTW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Galaxy MB eCW220705,,MWSW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Galaxy MB eCW221202,,JFWW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Galaxy MB ePW220705,,8Q1W,,,Mainboard,<span class='up fw-bold'></span>,SGX
Galaxy MB ePW221202,,TNHW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Gallant Venture,Gallant Venture Ltd,5IG,,"Electricity, Gas, Steam and Air-Conditioning Supply",Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GanFeng 5xLongSG240411,,DYFW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Ganfeng 5xLongSG221223,,DIZW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Ganfeng 5xLongSG230803,,DQJW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Ganfeng 5xLongSG250423,,Y4GW,,,Mainboard,<span class='up fw-bold'>+0.035</span>,SGX
Ganfeng 5xShortSG221223,,DEXW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Ganfeng 5xShortSG230803,,DRCW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Ganfeng 5xShortSG240709,,DYIW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GanfengLit MB eCW220705,,PZGW,,,Mainboard,<span class='up fw-bold'></span>,SGX
GanfengLit MB eCW221202,,IQNW,,,Mainboard,<span class='up fw-bold'></span>,SGX
GanfengLit MB eCW241203,,LLYW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xLongSG220225,,DRWW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Geely 5xLongSG220530,,DGAW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Geely 5xLongSG220621,,DDHW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Geely 5xLongSG230202,,DNDW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xLongSG230329,,DOLW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xLongSG230331,,DVPW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xLongSG231102,,DJOW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xLongSG240327,,DFXW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xLongSG251113,,DRRW,,,Mainboard,<span class='up fw-bold'>+0.127</span>,SGX
Geely 5xLongUB250228,,JMFW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xLongUB250630,,HUTW,,,Mainboard,<span class='up fw-bold'>+0.065</span>,SGX
Geely 5xLongUB250930,,56DW,,,Mainboard,<span class='up fw-bold'>+0.017</span>,SGX
Geely 5xShortSG220225,,DQDW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Geely 5xShortSG221201,,DBCW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Geely 5xShortSG221215,,DSHW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xShortSG230126,,DDEW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xShortSG230825,,DDZW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xShortSG231115,,DPJW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xShortSG231214,,DCDW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xShortSG241209,,DZUW,,,Mainboard,<span class='down fw-bold'>-0.006</span>,SGX
Geely 5xShortUB250127,,NEAW,,,Mainboard,<span class='down fw-bold'>-0.004</span>,SGX
Geely 5xShortUB250228,,5L7W,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely 5xShortUB250430,,IOKW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB eCW220404,,58YW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Geely MB eCW221004,,HVQW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Geely MB eCW230104,,IQIW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB eCW230404,,KMQW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB eCW231004,,YWFW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB eCW231204,,Z0SW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB eCW240403,,LDGW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB eCW240503,,IYBW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB eCW240604,,NRGW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB eCW241203,,JVKW,,,Mainboard,<span class='up fw-bold'>+0.014</span>,SGX
Geely MB eCW250103,,VLDW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB ePW220404,,KXJW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Geely MB ePW221004,,Y9EW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Geely MB ePW230104,,OQGW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB ePW230802,,PKMW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB ePW231004,,OBBW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB ePW240503,,HYGW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB ePW240903,,LANW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geely MB ePW250703,,IFKW,,,Mainboard,<span class='down fw-bold'>-0.004</span>,SGX
Genting 5xLongSG220225,,DNEW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Genting 5xLongSG230420,,DUBW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Genting 5xLongSG250226,,DFUW,,,Mainboard,<span class='up fw-bold'>+0.008</span>,SGX
Genting 5xLongUB250530,,YIQW,,,Mainboard,<span class='up fw-bold'>+0.021</span>,SGX
Genting 5xShortSG220225,,DMPW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Genting 5xShortSG220328,,DQOW,,,Mainboard,<span class='up fw-bold'></span>,SGX
Genting 5xShortSG240306,,DQGW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Genting 5xShortSG241218,,DVFW,,,Mainboard,<span class='down fw-bold'>-0.029</span>,SGX
Genting Sing,Genting Singapore Ltd,G13,,Accommodation and Food Service Activities,Mainboard,<span class='up fw-bold'>+0.03</span>,SGX
GentingSMBeCW220429,,FUBW,,,Mainboard,<span class='up fw-bold'></span>,SGX
GentingSMBeCW221028,,OQTW,,,Mainboard,<span class='up fw-bold'></span>,SGX
GentingSMBeCW230104,,TWEW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GentingSMBeCW230724,,TLBW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GentingSMBeCW230928,,KCIW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GentingSMBeCW231215,,VWFW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GentingSMBeCW240202,,9CXW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GentingSMBeCW240401,,JFRW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GentingSMBeCW240614,,WV5W,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GentingSMBeCW240626,,9MSW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GentingSMBeCW241030,,QMLW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GentingSMBeCW250228,,XZIW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Geo Energy Res,Geo Energy Resources Ltd,RE4,,Mining and Quarrying,Mainboard,<span class='up fw-bold'>+0.015</span>,SGX
Global Dragon,Global Dragon Ltd,586,,Education,Catalist,<span class='up fw-bold'>0.00</span>,SGX
Global Inv,Global Investments Ltd,B73,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Global Palm Res,Global Palm Resources Holdings Ltd,BLW,,Agriculture and Fishing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Global Testing,Global Testing Corporation Ltd,AYN,,Manufacturing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Golden Agri-Res,Golden Agri-Resources Ltd,E5H,,Agriculture and Fishing,Mainboard,<span class='down fw-bold'>-0.005</span>,SGX
Golden Energy,Golden Energy and Resources Ltd,AUE,,Mining and Quarrying,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Goodland,Goodland Group Ltd,5PC,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.005</span>,SGX
Grand Banks,Grand Banks Yachts Ltd,G50,,Manufacturing,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Grand Venture,Grand Venture Technology Ltd,JLB,,Manufacturing,Mainboard,<span class='down fw-bold'>-0.015</span>,SGX
Great Eastern,Great Eastern Holdings Ltd,G07,,Financial and Insurance Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
Green Build,Green Build Technology Ltd,Y06,,"Professional, Scientific and Technical Activities",Mainboard,<span class='down fw-bold'>-0.003</span>,SGX
Gulf TH SDR,,TGED,,"Electricity, Gas, Steam and Air-Conditioning Supply",Global Quote,<span class='down fw-bold'>-0.03</span>,SGX
Guoan Intl,Guoan International Ltd,G11,,Wholesale and Retail Trade,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
GuocoLand,GuocoLand Ltd,F17,,Real Estate Activities,Mainboard,<span class='up fw-bold'>+0.02</span>,SGX
H2G Green,H2G Green Ltd,5AI,,Wholesale and Retail Trade,Catalist,<span class='up fw-bold'>0.00</span>,SGX
HBC ADR US$,,PU6D,,Financial and Insurance Activities,Global Quote,<span class='up fw-bold'>0.00</span>,SGX
HC Surgical,HC Surgical Specialists Ltd,1B1,,Health and Social Services,Catalist,<span class='up fw-bold'>+0.005</span>,SGX
HG Metal,HG Metal Manufacturing Ltd,BTG,,Wholesale and Retail Trade,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HGH,HGH Holdings Ltd,5GZ,,Manufacturing,Catalist,<span class='up fw-bold'>+0.001</span>,SGX
HKEx 5xLongSG220225,,DVOW,,,Mainboard,<span class='up fw-bold'></span>,SGX
HKEx 5xLongSG220302,,DLYW,,,Mainboard,<span class='up fw-bold'></span>,SGX
HKEx 5xLongSG231102,,DMNW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx 5xLongSG240125,,DYYW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx 5xLongSG240516,,DAMW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx 5xLongSG251113,,DVWW,,,Mainboard,<span class='up fw-bold'>+0.091</span>,SGX
HKEx 5xLongUB250127,,ITRW,,,Mainboard,<span class='up fw-bold'>+0.011</span>,SGX
HKEx 5xLongUB250228,,FDWW,,,Mainboard,<span class='up fw-bold'>+0.009</span>,SGX
HKEx 5xLongUB250626,,XMHW,,,Mainboard,<span class='up fw-bold'>+0.367</span>,SGX
HKEx 5xShortSG220225,,DVVW,,,Mainboard,<span class='up fw-bold'></span>,SGX
HKEx 5xShortSG230920,,DHEW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx 5xShortSG240125,,DLTW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx 5xShortSG250205,,DCQW,,,Mainboard,<span class='down fw-bold'>-0.072</span>,SGX
HKEx 5xShortUB250127,,W8PW,,,Mainboard,<span class='down fw-bold'>-0.127</span>,SGX
HKEx 5xShortUB250228,,UPRW,,,Mainboard,<span class='down fw-bold'>-0.002</span>,SGX
HKEx MB eCW230404,,EKTW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx MB eCW231004,,WNQW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx MB eCW240403,,VHCW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx MB eCW240603,,PCYW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx MB eCW240802,,PRJW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx MB eCW241203,,KSMW,,,Mainboard,<span class='up fw-bold'>+0.015</span>,SGX
HKEx MB eCW250103,,VSHW,,,Mainboard,<span class='up fw-bold'>+0.004</span>,SGX
HKEx MB ePW230404,,MQQW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx MB ePW231004,,WQLW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx MB ePW240103,,FDDW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HKEx MB ePW241203,,WOJW,,,Mainboard,<span class='down fw-bold'>-0.066</span>,SGX
HKEx MB ePW250103,,55YW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HL Global Ent,HL Global Enterprises Ltd,AVX,,Accommodation and Food Service Activities,Mainboard,<span class='up fw-bold'>+0.005</span>,SGX
HNP ADR US$,,K3FD,,"Electricity, Gas, Steam and Air-Conditioning Supply",Global Quote,<span class='up fw-bold'></span>,SGX
HPH Trust SGD,Hutchison Port Holdings Trust,P7VU,,Transportation and Storage,Mainboard,<span class='up fw-bold'>+0.008</span>,SGX
HPH Trust USD,Hutchison Port Holdings Trust,NS8U,,Transportation and Storage,Mainboard,<span class='up fw-bold'>+0.009</span>,SGX
HPL,Hotel Properties Ltd,H15,,Accommodation and Food Service Activities,Mainboard,<span class='up fw-bold'>+0.02</span>,SGX
HRnetGroup,HRnetGroup Ltd,CHZ,,Administrative and Support Service Activities,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HS Optimus,Hs Optimus Holdings Ltd,504,,Manufacturing,Catalist,<span class='up fw-bold'>0.00</span>,SGX
HSBC 5xLongSG220225,,DZLW,,,Mainboard,<span class='up fw-bold'></span>,SGX
HSBC 5xLongSG230920,,DHSW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSBC 5xLongSG250203,,DOCW,,,Mainboard,<span class='up fw-bold'>+0.046</span>,SGX
HSBC 5xLongUB250127,,FGIW,,,Mainboard,<span class='up fw-bold'>+0.047</span>,SGX
HSBC 5xLongUB250228,,XKJW,,,Mainboard,<span class='up fw-bold'>+0.028</span>,SGX
HSBC 5xShortSG220225,,DYAW,,,Mainboard,<span class='up fw-bold'></span>,SGX
HSBC 5xShortSG241213,,DTIW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSBC 5xShortSG250205,,DELW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSBC 5xShortUB250228,,YCPW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSBC 5xShortUB250626,,YJXW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSBC AutocallSG241104,,NIC,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSBC MBeCW241203,,ZSZW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSBC MBeCW241203 75,,VTOW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSBC MBeCW241203 75,,HEYW,,,Mainboard,<span class='up fw-bold'>+0.006</span>,SGX
HSBC MBePW241203,,OXAW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSBC MBePW241203 62,,MJJW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSBC MBePW241203 62,,GKDW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSCEI 5xLongSG230420,,CZPW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSCEI 5xLongSG240912,,CVGW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSCEI 5xShortSG230420,,CUKW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSCEI 5xShortSG240912,,CWKW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSCEI 7xLongSG231215,,CYFW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSCEI 7xLongSG240327,,CUFW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSCEI 7xLongSG240424,,CWFW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSCEI 7xLongSG241114,,CZIW,,,Mainboard,<span class='up fw-bold'>+0.016</span>,SGX
HSCEI 7xLongSG250304,,CZOW,,,Mainboard,<span class='up fw-bold'>+0.044</span>,SGX
HSCEI 7xLongSG251218,,W9KW,,,Mainboard,<span class='up fw-bold'>+0.465</span>,SGX
HSCEI 7xLongUB250430,,EBEW,,,Mainboard,<span class='up fw-bold'>+0.002</span>,SGX
HSCEI 7xLongUB251031,,XWEW,,,Mainboard,<span class='up fw-bold'>+0.015</span>,SGX
HSCEI 7xShortSG231215,,CXRW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSCEI 7xShortSG240912,,CXJW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSCEI 7xShortSG251029,,CVRW,,,Mainboard,<span class='down fw-bold'>-0.004</span>,SGX
HSCEI 7xShortUB250430,,WTNW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSCEI3xLongMA260327US$,,HCLW,,,Mainboard,<span class='up fw-bold'>+0.169</span>,SGX
HSCEI3xShortMA260327US$,,IHSW,,,Mainboard,<span class='down fw-bold'>-0.073</span>,SGX
HSI 13200MBePW240627,,9HHW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSI 13800MBePW221229,,KCUW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSI 14000MBePW240429,,PXCW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSI 14200MBePW221129,,UVEW,,,Mainboard,<span class='up fw-bold'></span>,SGX
HSI 14400MBePW240627,,VVBW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSI 14800MBePW240228,,YB5W,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSI 14800MBePW240429,,EWXW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSI 15000MBePW250328,,JLDW,,,Mainboard,<span class='down fw-bold'>-0.015</span>,SGX
HSI 15200MBePW230227,,IIWW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
HSI 15200MBePW240327,,JLXW,,,Mainboard,<span class='up fw-bold'>0.00</span>,SGX
